"user_id","email","first_name","last_name","age","gender","country","state_province","city","subscription_plan","subscription_start_date","is_active","monthly_spend","primary_device","household_size","created_at"
"user_02038","coxguy@example.org","leroy","craig",56,"Male","USA","Indiana","Phamland","Standard",2022-09-24,TRUE,34.26,"Laptop",1,2023-05-27
"user_02039","gknight@example.net","stephanie","martin",38,"Female","USA","Tennessee","South Joannatown","Premium+",2024-06-27,FALSE,10.22,"Desktop",4,2025-05-29
"user_02040","sloancory@example.com","holly","flynn",31,"Female","Canada","Nova Scotia","Gonzalesland","Standard",2022-12-21,TRUE,12.62,"Mobile",2,2024-10-19
"user_02041","jwilliams@example.org","robert","jones",54,"Female","USA","Tennessee","Changton","Standard",2025-03-28,TRUE,10.12,"Desktop",7,2024-04-02
"user_02042","susan47@example.net","scott","morris",42,"Male","USA","Tennessee","North Christina","Premium",2024-06-29,FALSE,18.18,"Tablet",7,2024-03-08
"user_02043","michaelshaw@example.org","susan","lewis",52,"Unknown","USA","Ohio","Snowtown","Premium+",2024-09-07,FALSE,15.06,"Desktop",2,2022-09-04
"user_02044","mwade@example.net","katie","ferguson",31,"Female","USA","New York","Lake Spencer","Basic",2023-07-17,TRUE,3.61,"Desktop",3,2024-12-22
"user_02045","jennifermorrison@example.net","doris","martin",36,"Female","USA","California","Wrightbury","Premium",2025-02-26,TRUE,10.17,"Gaming Console",3,2025-05-28
"user_02046","christianrobert@example.org","joseph","wilson",26,"Female","USA","Maryland","West Raymondborough","Standard",2025-03-25,FALSE,8.18,"Mobile",1,2023-02-13
"user_02047","richardmarsh@example.net","hunter","lee",50,"Female","USA","Missouri","West Joshuastad","Standard",2024-12-24,TRUE,42.395,"Smart TV",1,2024-10-22
"user_02048","josephroberts@example.org","chris","morgan",42,"Female","USA","Florida","Victoriamouth","Premium",2024-07-05,TRUE,14.77,"Laptop",7,2024-11-18
"user_02049","hayden46@example.org","rachel","martin",21,"Female","USA","Florida","South Joshuafort","Premium",2025-04-16,TRUE,14.78,"Smart TV",2,2023-06-14
"user_02050","jonchandler@example.com","denise","brooks",35,"Female","Canada","Nova Scotia","Johntown","Basic",2023-12-24,TRUE,5.8,"Desktop",2,2023-05-16
"user_02051","melissacastillo@example.net","samantha","williams",30,"Other","USA","Arizona","West Mark","Premium",2025-07-30,TRUE,24.21,"Desktop",1,2024-10-04
"user_02052","johnpetty@example.org","amanda","case",35,"Unknown","Canada","Manitoba","Lake Brandon","Premium",2025-05-07,TRUE,0.92,"Desktop",2,2022-08-17
"user_02053","bwilson@example.com","john","gentry",32,"Male","USA","Maryland","Port Michele","Premium",2024-02-21,FALSE,8.98,"Laptop",2,2024-05-19
"user_02054","bmorgan@example.org","samuel","perkins",28,"Male","Canada","Newfoundland and Labrador","East Lucasberg","Standard",2022-10-30,TRUE,16.64,"Laptop",7,2022-08-04
"user_02055","lopeztonya@example.org","kristina","fowler",33,"Female","USA","Washington","North Angela","Basic",2023-05-18,TRUE,6.33,"Tablet",3,2023-01-04
"user_02056","wmontgomery@example.com","william","martin",33,"Male","USA","Wisconsin","West Christopherview","Basic",2023-05-11,TRUE,34.95,"Smart TV",1,2024-07-06
"user_02057","tjackson@example.net","carlos","riley",61,"Male","USA","Illinois","Jodiview","Basic",2025-07-05,TRUE,7.24,"Mobile",3,2024-09-05
"user_02058","mpark@example.net","brittany","morgan",24,"Male","USA","California","Andrewsside","Basic",2023-10-03,TRUE,10.3,"Laptop",3,2022-08-20
"user_02059","williamsbrenda@example.net","jessica","stewart",50,"Male","Canada","Manitoba","New Brian","Premium",2023-08-10,TRUE,42.395,"Laptop",3,2024-10-24
"user_02060","katrina69@example.net","ronald","bond",36,"Other","Canada","Newfoundland and Labrador","West Kyle","Standard",2025-04-22,TRUE,10.9,"Tablet",2,2022-08-21
"user_02061","megan21@example.org","vincent","price",53,"Unknown","Canada","Nova Scotia","Collinsport","Premium",2024-02-29,TRUE,0.6,"Desktop",6,2025-02-24
"user_02062","bruce59@example.net","marc","allen",34,"Male","USA","Ohio","Daniellefort","Premium",2024-11-16,FALSE,0.45,"Mobile",2,2022-09-13
"user_02063","xmorse@example.com","paula","hutchinson",19,"Female","USA","Texas","Jessicaberg","Premium",2022-10-24,TRUE,15.24,"Gaming Console",2,2025-06-01
"user_02064","lellis@example.net","christopher","trujillo",13,"Male","USA","North Carolina","Port Timothy","Basic",2024-06-12,TRUE,15.51,"Tablet",3,2023-07-28
"user_02065","kristinsanders@example.com","douglas","ortega",26,"Female","Canada","Nova Scotia","Benjamintown","Premium",2024-04-07,TRUE,4.13,"Smart TV",1,2023-08-13
"user_02066","justinperry@example.net","terry","walker",35,"Male","USA","North Carolina","Lake Victoriafort","Basic",2024-09-13,TRUE,7.2,"Smart TV",3,2023-01-26
"user_02067","ijones@example.net","julie","nelson",51,"Male","USA","Florida","North Raymond","Basic",2023-03-14,TRUE,41.61,"Mobile",1,2022-10-25
"user_02068","jlopez@example.net","debra","barajas",30,"Female","USA","Arizona","Lake William","Premium",2022-11-22,TRUE,16.47,"Desktop",2,2024-01-12
"user_02069","riddlejames@example.net","bruce","carter",35,"Male","USA","Tennessee","Johnchester","Premium",2024-07-30,TRUE,11.54,"Tablet",3,2024-06-23
"user_02070","walkerrenee@example.net","jessica","johnson",42,"Male","USA","Illinois","Washingtonchester","Standard",2025-05-27,TRUE,10.24,"Gaming Console",2,2023-12-14
"user_02071","kathy76@example.com","michael","williamson",61,"Male","USA","Arizona","West Rachel","Basic",2024-06-04,TRUE,1.74,"Mobile",1,2023-03-12
"user_02072","wintersdonald@example.net","audrey","harris",33,"Female","USA","Massachusetts","East Hayley","Premium+",2024-07-17,TRUE,23.09,"Mobile",2,2023-03-16
"user_02073","terri85@example.com","steven","bennett",29,"Male","Canada","Manitoba","Taylorchester","Premium",2023-09-28,FALSE,4.53,"Mobile",1,2024-09-27
"user_02074","franciskenneth@example.net","samuel","cantu",21,"Female","Canada","Newfoundland and Labrador","Annabury","Premium",2024-07-26,FALSE,18.16,"Laptop",3,2024-09-05
"user_02075","brianaguilar@example.org","ashley","hull",28,"Male","USA","Washington","Lake Arthur","Premium+",2024-10-21,TRUE,12.17,"Laptop",7,2024-02-09
"user_02076","hmurray@example.org","amy","schmidt",44,"Female","USA","Wisconsin","Mariastad","Premium",2023-09-26,TRUE,26.67,"Smart TV",4,2024-06-17
"user_02077","lee64@example.com","john","thomas",20,"Male","USA","Maryland","West Charlesstad","Premium",2023-06-30,TRUE,17.06,"Desktop",2,2025-07-10
"user_02078","vmedina@example.com","pamela","shaw",33,"Male","USA","Tennessee","Georgestad","Premium",2022-12-16,TRUE,17.67,"Tablet",2,2023-09-18
"user_02079","rodneythomas@example.net","rebecca","solomon",34,"Male","Canada","Alberta","Port Hayleyland","Standard",2024-01-13,TRUE,25.43,"Gaming Console",6,2025-01-27
"user_02080","josephjefferson@example.org","daniel","walker",42,"Male","USA","Tennessee","Lake Tonyberg","Premium",2023-09-28,FALSE,3.16,"Tablet",4,2023-08-21
"user_02081","tonyroberts@example.org","misty","burns",53,"Male","Canada","Nova Scotia","West Erinchester","Basic",2024-02-24,TRUE,1.44,"Laptop",6,2023-08-18
"user_02082","schwartzmichael@example.com","christopher","perry",35,"Male","Canada","Alberta","New Johnbury","Standard",2023-05-03,TRUE,1.83,"Desktop",5,2023-08-12
"user_02083","david61@example.org","jamie","perry",31,"Unknown","USA","Florida","East Jose","Basic",2025-05-18,TRUE,8.6,"Desktop",6,2023-09-15
"user_02084","watkinschristopher@example.org","rebecca","singleton",30,"Female","USA","Pennsylvania","Rileyside","Standard",2024-02-29,TRUE,18.33,"Gaming Console",2,2024-10-21
"user_02085","dspears@example.com","troy","green",66,"Male","Canada","Newfoundland and Labrador","Duncanburgh","Basic",2024-11-14,TRUE,23.62,"Desktop",2,2023-11-08
"user_02086","adammartinez@example.com","richard","rodriguez",32,"Male","USA","New York","North Karen","Premium+",2024-04-18,TRUE,12.36,"Gaming Console",3,2023-04-27
"user_02087","elizabeth36@example.org","kristin","lee",45,"Male","Canada","Newfoundland and Labrador","West Robert","Premium+",2024-07-04,TRUE,4.99,"Desktop",2,2024-01-22
"user_02088","soliver@example.org","lauren","lloyd",32,"Male","USA","Pennsylvania","East Melissaburgh","Standard",2023-03-12,TRUE,30.11,"Desktop",2,2024-11-04
"user_02089","jennatorres@example.net","jamie","anderson",24,"Female","USA","California","Maryland","Standard",2024-04-03,TRUE,10.61,"Desktop",5,2022-08-17
"user_02090","mcdanielruben@example.net","william","levy",24,"Female","USA","Michigan","Jamesland","Premium",2022-11-12,TRUE,15.8,"Desktop",1,2024-02-04
"user_02091","mwashington@example.org","dana","cruz",19,"Female","USA","North Carolina","Curtisport","Basic",2023-02-10,TRUE,25.36,"Smart TV",4,2024-07-15
"user_02092","ulynn@example.net","matthew","harris",17,"Unknown","Canada","Saskatchewan","Lake Gilbertview","Standard",2025-01-30,TRUE,9.67,"Tablet",1,2023-09-02
"user_02093","elizabethrodriguez@example.org","jennifer","martinez",49,"Male","USA","New York","Robertville","Basic",2022-09-22,TRUE,13.72,"Gaming Console",2,2022-10-01
"user_02094","dpeters@example.org","jacqueline","rivera",18,"Female","USA","North Carolina","Lauraland","Premium+",2023-01-24,FALSE,17.49,"Smart TV",1,2024-02-10
"user_02095","meadowscharles@example.org","brenda","crawford",41,"Male","USA","Massachusetts","East Ricardoland","Premium",2025-02-26,TRUE,15.57,"Laptop",4,2023-10-30
"user_02096","williamcarney@example.org","daniel","douglas",42,"Unknown","USA","Georgia","New Kevin","Premium+",2024-04-29,TRUE,18.19,"Tablet",3,2023-02-26
"user_02097","stephen66@example.org","samantha","cooper",34,"Female","USA","Tennessee","Port Jillianton","Basic",2024-09-04,TRUE,5.07,"Smart TV",1,2024-09-30
"user_02098","donaldclark@example.net","susan","reyes",50,"Female","USA","Michigan","New Kimberlyland","Standard",2024-06-30,FALSE,8.53,"Laptop",2,2023-10-31
"user_02099","emily60@example.net","amanda","taylor",32,"Female","USA","Washington","Port Rebeccaborough","Basic",2025-06-01,TRUE,16.44,"Laptop",1,2022-08-15
"user_02100","bphelps@example.org","frank","gonzalez",30,"Male","USA","New York","West Kim","Standard",2025-07-18,FALSE,7.14,"Laptop",2,2023-09-03
"user_02101","stevenscraig@example.net","michael","henry",26,"Male","USA","Pennsylvania","New Ricky","Basic",2022-09-08,TRUE,15.59,"Laptop",1,2023-10-05
"user_02102","carolynjones@example.com","brittany","nelson",20,"Female","USA","Indiana","Francisbury","Premium",2024-11-06,TRUE,14.06,"Laptop",1,2024-03-09
"user_02103","markpollard@example.org","roberto","anderson",18,"Male","USA","Illinois","Waterston","Standard",2024-04-10,TRUE,4.26,"Laptop",1,2023-07-04
"user_02104","paul59@example.com","blake","hendricks",30,"Female","USA","Missouri","South Jasonhaven","Standard",2023-05-11,TRUE,9.42,"Tablet",2,2025-05-04
"user_02105","jessica43@example.com","lori","spencer",42,"Female","Canada","Manitoba","East Danielhaven","Basic",2025-06-04,TRUE,10.43,"Smart TV",1,2024-01-30
"user_02106","danielhaley@example.com","david","pena",13,"Male","USA","Massachusetts","Crystalville","Standard",2025-06-26,TRUE,31.87,"Smart TV",6,2023-03-06
"user_02107","michelle09@example.com","dorothy","brown",32,"Unknown","USA","Pennsylvania","Annetteshire","Standard",2024-10-08,FALSE,42.395,"Laptop",2,2024-11-13
"user_02108","angelamckinney@example.net","vanessa","phelps",40,"Female","USA","Missouri","Guerrahaven","Standard",2025-04-10,FALSE,11.09,"Desktop",2,2025-04-08
"user_02109","hollandanne@example.com","amanda","roberts",38,"Unknown","USA","Florida","New Coryborough","Premium",2023-04-20,TRUE,11.08,"Tablet",1,2024-06-27
"user_02110","whitekaren@example.org","natalie","martinez",35,"Female","USA","Washington","New Markbury","Premium",2025-01-22,TRUE,13.17,"Mobile",3,2022-10-27
"user_02111","cbrown@example.com","megan","jones",33,"Male","Canada","Alberta","Port Arthur","Standard",2022-10-05,FALSE,20,"Mobile",2,2024-03-06
"user_02112","linda40@example.com","john","clark",45,"Male","Canada","Prince Edward Island","Kimhaven","Basic",2022-12-01,TRUE,38.84,"Tablet",1,2023-05-21
"user_02113","nicholaspeterson@example.com","jaime","campbell",33,"Female","Canada","Prince Edward Island","Gouldstad","Standard",2024-09-01,TRUE,32.16,"Gaming Console",2,2023-07-15
"user_02114","kathy57@example.net","teresa","gregory",22,"Female","USA","Ohio","Donaldchester","Basic",2024-09-15,FALSE,7.36,"Tablet",1,2025-06-07
"user_02115","edwardsryan@example.org","amy","jones",41,"Female","USA","Tennessee","Mitchellchester","Basic",2025-07-25,FALSE,7.37,"Desktop",5,2022-10-08
"user_02116","walleramy@example.net","victoria","green",40,"Female","USA","Ohio","East Katherinemouth","Basic",2022-09-27,TRUE,8.07,"Gaming Console",1,2024-10-29
"user_02117","pharris@example.org","john","taylor",46,"Male","USA","California","Brownland","Standard",2025-03-05,TRUE,12.82,"Mobile",3,2024-10-02
"user_02118","ilee@example.org","linda","cowan",43,"Male","Canada","Manitoba","Davisville","Premium",2024-11-26,TRUE,21.8,"Tablet",2,2024-04-29
"user_02119","timothy23@example.net","angel","curtis",28,"Male","USA","Washington","Castromouth","Standard",2023-10-28,TRUE,24.11,"Mobile",2,2024-04-19
"user_02120","hoganeric@example.net","christopher","fitzpatrick",34,"Female","USA","Indiana","New Karen","Basic",2025-03-09,TRUE,33.48,"Laptop",1,2023-02-22
"user_02121","mikayla18@example.com","matthew","brown",52,"Male","Canada","Nova Scotia","Amberhaven","Basic",2022-11-03,TRUE,20.83,"Laptop",2,2022-09-28
"user_02122","richard03@example.org","ryan","nguyen",60,"Female","Canada","Manitoba","West Tonyashire","Standard",2023-08-31,TRUE,8.8,"Desktop",2,2023-11-13
"user_02123","christopherhernandez@example.net","brian","thompson",39,"Male","USA","Tennessee","Paulborough","Standard",2023-11-25,TRUE,11.31,"Tablet",3,2024-08-22
"user_02124","andrewjackson@example.com","gregory","foster",48,"Other","USA","California","Clarkfurt","Premium",2023-04-26,TRUE,18.56,"Laptop",2,2023-10-01
"user_02125","zmoore@example.org","joe","haynes",27,"Female","Canada","New Brunswick","Charlottehaven","Standard",2024-12-07,TRUE,9.19,"Tablet",1,2023-06-07
"user_02126","hamiltonyolanda@example.com","michele","perez",30,"Male","USA","Wisconsin","Lake Stephanieville","Standard",2023-10-27,TRUE,2.04,"Laptop",1,2023-11-18
"user_02127","michael54@example.org","karen","chavez",59,"Male","USA","Virginia","East Patty","Premium",2022-10-24,TRUE,23.75,"Gaming Console",5,2024-06-27
"user_02128","ymiller@example.net","julie","white",9,"Unknown","USA","Florida","West Roberttown","Basic",2023-11-29,TRUE,26.53,"Mobile",4,2023-03-09
"user_02129","ivance@example.com","charles","butler",39,"Male","USA","Indiana","Luisfort","Premium",2025-02-16,TRUE,17,"Laptop",5,2025-04-25
"user_02130","brian24@example.org","kim","reed",20,"Male","Canada","Prince Edward Island","South Charlesland","Premium+",2024-08-23,FALSE,5.99,"Desktop",2,2024-06-08
"user_02131","jacksondonna@example.org","danielle","pittman",51,"Female","Canada","New Brunswick","Davisside","Premium",2023-04-15,TRUE,16.91,"Smart TV",2,2024-07-23
"user_02132","qgallagher@example.com","michael","jackson",39,"Male","USA","Indiana","Karenshire","Premium",2023-01-20,TRUE,10.55,"Mobile",2,2024-02-10
"user_02133","kristi20@example.net","dillon","salas",50,"Male","USA","Tennessee","Port Ericchester","Premium+",2023-08-03,TRUE,11.43,"Gaming Console",4,2025-02-20
"user_02134","tdoyle@example.org","kara","hall",36,"Male","USA","Pennsylvania","North John","Standard",2023-09-06,TRUE,0.89,"Gaming Console",1,2024-01-17
"user_02135","kristinaallen@example.org","kenneth","olson",39,"Unknown","USA","Arizona","Jonathanshire","Premium",2023-01-18,TRUE,5.84,"Mobile",2,2024-10-19
"user_02136","jeffreyjohnson@example.com","lori","hawkins",52,"Male","Canada","Prince Edward Island","New Deborah","Basic",2025-01-08,TRUE,6.64,"Desktop",3,2025-07-05
"user_02137","vguerrero@example.net","mary","hawkins",20,"Other","USA","Michigan","Freemanville","Basic",2024-06-05,TRUE,16.59,"Gaming Console",6,2023-05-07
"user_02138","oarmstrong@example.net","heather","martinez",48,"Male","USA","North Carolina","North Jamesview","Premium",2023-10-08,TRUE,23.46,"Desktop",5,2025-05-02
"user_02139","emily73@example.com","kimberly","sullivan",44,"Female","USA","New Jersey","Taylorfurt","Premium",2024-10-09,TRUE,7.77,"Smart TV",5,2025-02-20
"user_02140","dale08@example.org","james","mason",51,"Unknown","USA","Florida","Maryberg","Standard",2022-08-07,TRUE,6.43,"Mobile",2,2024-04-30
"user_02141","moralesderrick@example.net","timothy","brooks",26,"Other","USA","Virginia","Castroside","Basic",2023-03-27,TRUE,16.4,"Gaming Console",1,2023-11-14
"user_02142","dmills@example.com","jose","wright",50,"Unknown","USA","Massachusetts","Cruzview","Premium",2024-05-31,TRUE,36.49,"Laptop",4,2024-11-08
"user_02143","clarkclaudia@example.com","carol","yang",27,"Unknown","USA","Pennsylvania","New Desireestad","Premium",2023-02-16,TRUE,8.36,"Laptop",4,2025-03-23
"user_02144","davisjonathan@example.net","mary","gibson",53,"Male","Canada","Saskatchewan","Jessicaborough","Standard",2025-02-25,TRUE,13.76,"Mobile",2,2023-05-31
"user_02145","eellis@example.net","michael","davila",38,"Male","USA","Ohio","Bautistabury","Standard",2022-11-13,FALSE,8.53,"Tablet",1,2024-07-29
"user_02146","cooperjamie@example.com","sandra","carter",19,"Male","USA","Ohio","Burchmouth","Premium",2024-06-16,TRUE,21.53,"Smart TV",7,2025-04-04
"user_02147","kfoley@example.org","dorothy","byrd",45,"Female","USA","New York","South Lukemouth","Premium+",2023-04-12,TRUE,22.28,"Mobile",3,2023-07-06
"user_02148","johnsonamanda@example.com","wendy","cole",31,"Female","USA","Illinois","South Mark","Basic",2024-08-31,TRUE,18.35,"Mobile",5,2024-03-31
"user_02149","martintracy@example.net","rhonda","scott",40,"Male","USA","New York","Johnsonhaven","Basic",2022-11-19,TRUE,21.23,"Mobile",2,2024-08-14
"user_02150","james30@example.net","jason","harris",23,"Male","USA","Washington","Arianafort","Basic",2024-01-24,FALSE,10.28,"Gaming Console",2,2023-11-22
"user_02151","amy14@example.net","aaron","francis",58,"Male","USA","North Carolina","Port Seanchester","Premium",2023-01-12,FALSE,26.99,"Mobile",4,2022-09-27
"user_02152","tanya07@example.net","erik","warren",57,"Female","USA","Illinois","Lake Anna","Premium+",2024-10-31,TRUE,31.28,"Gaming Console",2,2023-01-18
"user_02153","jonathan97@example.net","paula","wilson",34,"Male","Canada","Prince Edward Island","Port Robert","Basic",2025-07-23,TRUE,33.48,"Tablet",1,2024-10-13
"user_02154","shuff@example.net","stephanie","browning",13,"Female","USA","Virginia","Jacobshire","Premium",2023-08-25,TRUE,30.16,"Laptop",4,2024-12-22
"user_02155","umartinez@example.org","aaron","alvarez",37,"Unknown","USA","New Jersey","West Bryanburgh","Standard",2023-09-19,TRUE,18.04,"Laptop",2,2022-09-23
"user_02156","rachelortiz@example.com","steven","castillo",31,"Female","Canada","Alberta","Rodriguezberg","Premium",2024-04-23,TRUE,8.79,"Gaming Console",1,2022-11-23
"user_02157","judithnguyen@example.com","gregory","moore",19,"Other","USA","California","Jasonside","Premium",2024-01-17,TRUE,26.34,"Mobile",4,2023-12-22
"user_02158","melaniegonzales@example.org","larry","foster",13,"Male","USA","Maryland","West Williamchester","Premium+",2025-03-29,FALSE,9.73,"Smart TV",5,2023-08-05
"user_02159","patrick78@example.org","evelyn","oliver",3,"Female","Canada","New Brunswick","West Jenniferstad","Standard",2024-07-28,TRUE,5.65,"Gaming Console",7,2023-10-07
"user_02160","jonathanmiles@example.com","clayton","moore",32,"Female","Canada","British Columbia","Reyeschester","Standard",2025-06-30,TRUE,9.58,"Desktop",4,2024-07-21
"user_02161","jillwhite@example.org","heather","levine",43,"Female","Canada","Newfoundland and Labrador","West Jeffrey","Basic",2025-06-02,TRUE,16.08,"Laptop",3,2025-04-29
"user_02162","diazpamela@example.org","stephanie","walker",11,"Female","USA","Tennessee","South Kimberly","Standard",2025-02-26,TRUE,8.97,"Desktop",2,2023-06-24
"user_02163","dennis15@example.org","scott","wade",32,"Female","USA","Illinois","West Tamaraburgh","Premium",2022-09-10,TRUE,42.395,"Smart TV",3,2024-03-07
"user_02164","christopher35@example.net","diana","hoffman",21,"Male","Canada","Newfoundland and Labrador","Wrightchester","Premium+",2022-09-09,TRUE,18.57,"Tablet",2,2023-08-04
"user_02165","diaztimothy@example.net","heather","jones",35,"Female","USA","Pennsylvania","Richview","Premium",2023-03-28,TRUE,3.88,"Desktop",3,2023-12-13
"user_02166","kathy45@example.net","elizabeth","henderson",52,"Other","USA","Washington","East Sharonchester","Standard",2023-10-10,TRUE,13.15,"Laptop",2,2022-10-26
"user_02167","pcarrillo@example.org","david","leach",34,"Female","Canada","Alberta","Lake Ericaville","Premium",2022-11-27,TRUE,7.64,"Tablet",4,2023-02-02
"user_02168","gilbertamanda@example.org","john","spencer",55,"Other","USA","Tennessee","South Zachary","Standard",2024-11-05,TRUE,15.55,"Tablet",2,2022-08-12
"user_02169","morrisamber@example.net","mark","payne",40,"Male","Canada","Quebec","East Jaytown","Premium",2025-07-26,TRUE,8.65,"Tablet",3,2024-09-02
"user_02170","nicholas35@example.net","lisa","walters",48,"Female","USA","Wisconsin","North Colton","Basic",2024-04-15,TRUE,8.45,"Tablet",3,2022-08-27
"user_02171","martinstephanie@example.com","sydney","parsons",33,"Male","USA","Indiana","East Janicestad","Premium",2023-10-10,FALSE,12.22,"Tablet",1,2022-09-28
"user_02172","brenda59@example.org","paul","smith",32,"Female","USA","Wisconsin","Lake Meganchester","Standard",2023-11-02,TRUE,21.4,"Desktop",5,2024-01-27
"user_02173","fmyers@example.net","jason","whitney",46,"Male","USA","Ohio","West Joehaven","Premium+",2023-06-16,TRUE,26.54,"Smart TV",5,2023-10-13
"user_02174","ricedouglas@example.net","james","mack",28,"Male","USA","Wisconsin","South Wendyview","Basic",2023-09-28,TRUE,19.35,"Gaming Console",3,2025-05-03
"user_02175","staffordelizabeth@example.net","lisa","burns",19,"Male","USA","Pennsylvania","Wilsontown","Standard",2025-02-24,TRUE,38.37,"Desktop",2,2024-04-25
"user_02176","holmesmiguel@example.net","mary","robertson",45,"Female","Canada","Manitoba","New Georgechester","Premium",2023-09-14,FALSE,42.395,"Tablet",3,2023-02-13
"user_02177","stephaniegraham@example.org","john","miller",21,"Male","USA","Georgia","Petersonview","Premium+",2024-03-07,TRUE,13.94,"Mobile",1,2025-06-25
"user_02178","martinsuzanne@example.org","christopher","crawford",19,"Female","Canada","Alberta","Andersonport","Basic",2025-03-09,FALSE,13.56,"Tablet",3,2022-12-27
"user_02179","joseph35@example.net","joshua","horton",32,"Male","USA","Maryland","Lake Jaybury","Standard",2025-01-24,TRUE,14.66,"Tablet",1,2025-02-06
"user_02180","ogates@example.org","robert","moyer",31,"Female","USA","New Jersey","Olsonberg","Basic",2024-09-20,TRUE,42.395,"Desktop",2,2022-10-29
"user_02181","aaron38@example.com","judith","long",37,"Female","USA","Indiana","Harrisonfort","Premium",2024-07-08,TRUE,8.29,"Desktop",1,2025-03-09
"user_02182","deanlewis@example.org","dennis","ward",29,"Unknown","Canada","Newfoundland and Labrador","Hayesburgh","Standard",2023-12-14,TRUE,2.64,"Smart TV",2,2023-12-04
"user_02183","martindaniel@example.net","jacob","walls",21,"Male","USA","New York","Ryanton","Basic",2024-09-19,TRUE,11.43,"Tablet",3,2024-03-07
"user_02184","gweaver@example.com","lisa","chang",43,"Male","Canada","Saskatchewan","Riverashire","Premium",2023-09-09,TRUE,10.02,"Mobile",2,2023-12-05
"user_02185","gilmorebarbara@example.net","felicia","fox",14,"Unknown","USA","Ohio","Lake Danielle","Basic",2025-07-22,FALSE,33.39,"Smart TV",4,2023-07-09
"user_02186","tmarquez@example.net","brittany","jenkins",52,"Other","USA","Missouri","Foxland","Premium",2023-03-25,FALSE,7.79,"Laptop",3,2024-10-28
"user_02187","mollynguyen@example.net","kimberly","spence",26,"Female","Canada","Nova Scotia","North Jennifermouth","Standard",2023-02-07,TRUE,12.79,"Smart TV",6,2025-06-21
"user_02188","montgomerysteven@example.com","ashley","morales",55,"Male","Canada","British Columbia","Warestad","Standard",2024-11-18,TRUE,13.48,"Laptop",1,2024-08-16
"user_02189","ospencer@example.org","andrew","johnson",30,"Female","USA","Pennsylvania","Lake Jonathanhaven","Premium",2024-08-02,FALSE,13.38,"Desktop",4,2023-10-10
"user_02190","morrismarcus@example.com","jon","cunningham",35,"Male","Canada","Newfoundland and Labrador","Garciatown","Standard",2022-08-03,TRUE,8.07,"Smart TV",2,2024-06-24
"user_02191","rmccullough@example.org","timothy","mcdowell",52,"Female","USA","Massachusetts","Baileyberg","Standard",2025-01-12,TRUE,5.62,"Laptop",1,2025-02-23
"user_02192","bryantbrenda@example.org","caleb","hancock",45,"Female","USA","Pennsylvania","Port Sherry","Premium",2023-04-13,FALSE,10.54,"Desktop",3,2023-12-23
"user_02193","njimenez@example.com","paul","patel",47,"Male","Canada","Quebec","Brandonland","Premium",2023-06-26,TRUE,34.64,"Mobile",4,2024-05-20
"user_02194","ruizthomas@example.net","michelle","sosa",21,"Female","USA","Ohio","Lake Vickieton","Standard",2025-02-10,TRUE,15.06,"Gaming Console",2,2023-10-07
"user_02195","rwall@example.com","laura","stevens",44,"Female","USA","Georgia","Kaylastad","Premium",2023-11-08,TRUE,18.7,"Gaming Console",2,2024-12-07
"user_02196","ericsherman@example.com","jennifer","nguyen",33,"Other","USA","Ohio","Burnsmouth","Premium",2024-01-04,TRUE,7.08,"Mobile",2,2024-10-28
"user_02197","alexandrawalker@example.net","lisa","adams",32,"Male","Canada","Alberta","East Erinland","Basic",2024-05-30,TRUE,9,"Smart TV",2,2024-07-22
"user_02198","wiseralph@example.com","preston","scott",24,"Female","Canada","Nova Scotia","Brycemouth","Standard",2025-04-01,TRUE,16.41,"Desktop",5,2023-03-29
"user_02199","pearsonjames@example.org","laura","howard",47,"Male","Canada","Alberta","Greenmouth","Premium",2025-03-12,TRUE,9.48,"Tablet",5,2025-03-14
"user_02200","harrisdestiny@example.org","kaitlyn","munoz",38,"Male","USA","Pennsylvania","South Sandra","Standard",2024-11-17,FALSE,33.03,"Mobile",5,2024-04-30
"user_02201","smurray@example.org","michael","wells",32,"Female","USA","Virginia","Lynchville","Premium",2023-06-18,TRUE,3.37,"Gaming Console",1,2025-07-05
"user_02202","williamsdavid@example.org","kimberly","lewis",33,"Male","USA","Wisconsin","Hicksborough","Standard",2025-01-11,TRUE,9.95,"Tablet",2,2022-08-24
"user_02203","ryangardner@example.net","charles","olson",24,"Other","USA","Michigan","New Josephstad","Standard",2024-10-01,TRUE,16.9,"Smart TV",1,2024-12-22
"user_02204","xgraham@example.com","eric","ward",36,"Female","USA","Maryland","Angelatown","Premium",2023-03-03,TRUE,19.68,"Tablet",6,2024-11-21
"user_02205","laurakelly@example.org","alison","garcia",55,"Female","USA","North Carolina","Leahchester","Standard",2024-01-14,TRUE,4.77,"Gaming Console",2,2023-10-26
"user_02206","radams@example.net","manuel","cohen",31,"Female","USA","California","Port Alecville","Premium",2024-10-05,TRUE,28,"Gaming Console",2,2024-03-01
"user_02207","vstewart@example.com","karen","daniels",27,"Other","Canada","Manitoba","Alyssaville","Standard",2024-04-08,FALSE,5.25,"Tablet",2,2024-01-18
"user_02208","jon61@example.net","sean","bennett",32,"Male","USA","Florida","Paulmouth","Standard",2025-05-23,TRUE,16.62,"Gaming Console",4,2023-06-28
"user_02209","khill@example.com","james","ray",47,"Female","USA","Missouri","Port Michelle","Premium+",2025-05-06,TRUE,5.06,"Laptop",4,2024-02-04
